FID	Number_of	Bee_Family	Bee_Genus	Subgenus	Species	Subspecies	Location_D	Date	Floral_Hos
23965	3	Megachilidae	Megachile	(Megachiloides)	nevadensis	 	White Point, 3.4 mi NNW	13-Sep-00	Ericameria nauseosa
23966	1	Megachilidae	Megachile	(Megachiloides)	nevadensis	 	White Point, 3.4 mi NNW	16-Aug-00	Ericameria nauseosa
23967	5	Megachilidae	Megachile	(Megachiloides)	nevadensis	 	White Point, 3.4 mi NNW	17-Sep-01	No Floral Record
23968	3	Megachilidae	Megachile	(Megachiloides)	nevadensis	 	Willis Creek, 4.3 mi S, Sheep Creek Flat	20-Aug-03	No Floral Record
23969	1	Megachilidae	Megachile	(Megachiloides)	nevadensis	 	Willis Creek, 4.3 mi S, Sheep Creek Flat	5-Aug-03	No Floral Record
23970	1	Megachilidae	Megachile	(Megachiloides)	sp. 1	 	Cougar Knoll, 0.77 mi SSW	31-May-00	No Floral Record
23971	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Brimstone Gulch, 0.7 mi NNW	10-11 May 2003	No Floral Record
23972	4	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Burr Trail, 7.4 mi S jct E end Wolverine	25-May-00	No Floral Record
23973	4	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Burr Trail, 7.4 mi S jct E end Wolverine	25-May-00	Sphaeralcea grossulariifolia
23974	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Calf Creek	28-May-01	Hymenopappus filifolius
23975	4	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Calf Creek	28-May-01	Sphaeralcea grossulariifolia
23976	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Cougar Knoll, near	30-May-00	Sphaeralcea grossulariifolia
23977	2	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Dry Fork	20-May-03	No Floral Record
23978	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Dry Fork, N	22-May-01	No Floral Record
23979	2	Megachilidae	Dianthidium	(Dianthidium)	pudicum	pudicum	Duffy Mesa, 2 mi NNW	3-Jul-03	Stephanomeria exigua
23980	1	Megachilidae	Dianthidium	(Dianthidium)	pudicum	pudicum	Duffy Mesa, 2 mi NNW	7-Jun-01	Stephanomeria exigua
23981	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	6-Jun-02	Asteraceae sp. (yellow)
23982	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	3-Jul-03	Cirsium sp.
23983	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	13-May-02	Sphaeralcea coccinea
23984	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Escalante Riv., jct Death Hollow, 1.3 mi W	14-May-01	Sphaeralcea coccinea
23985	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Escalante Riv., jct Death Hollow, 1.3 mi W	28-May-01	Sphaeralcea grossulariifolia
23986	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Escalante River	28-May-01	Sphaeralcea grossulariifolia
23987	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Escalante River, jct Hwy 12	22-May-03	Asteraceae sp.
23988	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Georgie Hollow, 0.6 mi NE	31-May-01	Asteraceae sp. (yellow)
23989	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Lampstand, 0.9 mi SE	25-May-00	Sphaeralcea grossulariifolia
23990	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Lampstand, 5.0 mi SE	8-Jun-01	Sphaeralcea grossulariifolia
23991	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Lampstand, 5.0 mi SE	8-Jun-01	Sphaeralcea sp.
23992	3	Megachilidae	Dianthidium	(Dianthidium)	parvum	 	Long Canyon	29-Jul-03	Grindelia squarrosa
23993	2	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Long Canyon, 1.5 mi S Hwy 89	28-May-03	No Floral Record
23994	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Rattlesnake Bench, 1.3 mi SSW	25-May-01	Hymenopappus filifolius
23995	2	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Red Wash, 2.6 mi SSE Carly Knoll	6-Jun-01	Sphaeralcea grossulariifolia
23996	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Sunset Natural Arch, 0.72 mi NE	8-May-01	No Floral Record
23997	5	Megachilidae	Megachile	(Megachiloides)	subanograe	 	The Gulch	25-May-01	Sphaeralcea grossulariifolia
23998	4	Megachilidae	Megachile	(Megachiloides)	subanograe	 	The Gulch	8-Jun-01	Sphaeralcea grossulariifolia
23999	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Twentyfive Mile Wash, 1.6 mi S	21-May-01	No Floral Record
24000	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Twentyfive Mile Wash, 1.6 mi S	3-May-00	Sphaeralcea coccinea
24001	2	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Wagon Box Mesa, 0.8 mi W	26-May-00	Sphaeralcea coccinea
24002	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Wagon Box Mesa, 1.5 mi W	7-Jun-01	Sphaeralcea grossulariifolia
24003	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Water Canyon, 3.34 mi W	29-May-03	No Floral Record
24004	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	Water Canyon, 3.34 mi W	29-May-03	Phacelia pulchella
24005	2	Megachilidae	Megachile	(Megachiloides)	subanograe	 	White Point, 1.3 mi E	21-May-01	Calochortus aureus
24006	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	White Point, 2.3 mi NNW	5-May-00	Sphaeralcea grossulariifolia
24007	1	Megachilidae	Megachile	(Megachiloides)	subanograe	 	White Point, 2.6 mi NNE	11-May-03	Lepidium sp.
24008	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Calf Creek	22-May-03	No Floral Record
24009	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Calf Creek	13-May-02	Sphaeralcea grossulariifolia
24010	2	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Calf Creek	28-May-01	Sphaeralcea grossulariifolia
24011	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Cougar Knoll, 0.4 mi E	31-May-01	No Floral Record
24012	4	Andrenidae	Perdita	(Perdita)	zebrata	flavens	Deer Creek	17-Aug-00	Cleome lutea
24013	1	Apidae	Anthophora	(Mystacanthophora)	urbana	 	Deer Creek	15-Sep-00	Poliomintha incana
24014	2	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Dry Fork	7-Jun-01	Sphaeralcea sp.
24015	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	7-Jun-01	Cirsium sp.
24016	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	29-Sep-03	Ericameria nauseosa
24017	4	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	1-Sep-03	Grindelia squarrosa
24018	5	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	29-Jul-03	Grindelia squarrosa
24019	2	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	14-Aug-01	Heterotheca villosa
24020	4	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Escalante River	28-May-01	Hymenopappus filifolius
24021	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Escalante River	28-May-01	No Floral Record
24022	2	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Escalante River	28-May-01	Sphaeralcea coccinea
24023	12	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Escalante River	28-May-01	Sphaeralcea coccinea
24024	12	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Escalante River	28-May-01	Sphaeralcea grossulariifolia
24025	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Escalante River	28-May-01	Sphaeralcea grossulariifolia
24026	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Escalante River, jct. Hwy 12	22-May-03	No Floral Record
24027	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Lampstand, 5.0 mi SE	8-Jun-01	Sphaeralcea sp.
24028	4	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Long Canyon, 1.5 mi S Hwy 89	14-May-03	No Floral Record
24029	2	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Red Wash, 2.6 mi SSE Carly Knoll	6-Jun-01	Sphaeralcea grossulariifolia
24030	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	The Gulch	25-May-01	No Floral Record
24031	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	The Gulch	25-May-01	Opuntia polyacantha
24032	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	The Gulch	25-May-01	Sphaeralcea coccinea
24033	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	The Gulch	25-May-01	Sphaeralcea grossulariifolia
24034	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	The Gulch	25-May-01	Sphaeralcea sp.
24035	1	Megachilidae	Megachile	(Megachiloides)	sublaurita	 	Wagon Box Mesa, 1.5 mi W	7-Jun-01	Sphaeralcea grossulariifolia
24036	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Camp Spr., 1.5 mi SE	12-Jun-03	Cryptantha sp.
24037	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Cougar Knoll, 0.4 mi E	31-May-01	No Floral Record
24038	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Cougar Knoll, 1.27 mi NW	14-Jun-01	Senecio multilobatus
24039	5	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Cougar Knoll, 1.32 mi SSW	15-Jun-01	Crepis occidentalis
24040	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Cougar Knoll, 1.32 mi SSW	15-Jun-01	No Floral Record
24041	2	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	29-Jul-03	Heterotheca villosa
24042	6	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	3-Jul-03	Heterotheca villosa
24043	3	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	15-Sep-03	Machaeranthera canescens
24044	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	28-May-01	Hymenopappus filifolius
24045	2	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Georgie Hollow, 0.6 mi NE	31-May-01	Erigeron sp.
24046	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Hot Canyon, 1.2 mi SSE	7-Jun-03	No Floral Record
24047	2	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Jody's Knoll, 1.0 mi SSW	26-Jun-03	Senecio spartioides
24048	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Jody's Knoll, 1.0 mi SSW	28-May-02	Sphaeralcea grossulariifolia
24049	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Lampstand, 5.0 mi SE	8-Jun-01	Hymenopappus filifolius
24050	7	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Mud Spring, 0.1 mi S	25-Jun-03	No Floral Record
24051	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Pioneer Mesa, 2.3 mi E	16-Jun-03	No Floral Record
24052	2	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Wagon Box Mesa, 1.5 mi W	25-May-00	Asteraceae sp. (yellow)
24053	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Wagon Box Mesa, 1.5 mi W	7-Jun-01	Chaenactis sp.
24054	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Wagon Box Mesa, 1.5 mi W	24-May-01	Eriogonum ovalifolium
24055	1	Megachilidae	Megachile	(Megachiloides)	subnigra	 	Willis Creek	27-May-03	No Floral Record
24056	1	Megachilidae	Megachile	(Sayapis)	fidelis	 	Alvey Wash, 3 mi S Escalante	19-Jun-00	No Floral Record
24057	2	Megachilidae	Megachile	(Sayapis)	fidelis	 	Alvey Wash, 3 mi S Escalante	28-Jul-00	No Floral Record
24058	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	25-Jul-01	Melilotus officinalis
24059	1	Megachilidae	Megachile	(Sayapis)	fidelis	 	Escalante, 17 mi W	20-Jun-00	No Floral Record
24060	1	Megachilidae	Megachile	(Sayapis)	fidelis	 	Left Hand Collet Cyn, 2.7 mi SE	14-Sep-01	Aster occidentalis
24061	1	Megachilidae	Megachile	(Sayapis)	fidelis	 	Lick Wash	5-Aug-03	Gaillardia pinnatifida
24062	1	Megachilidae	Megachile	(Sayapis)	fidelis	 	Sheep Creek Flat, 6.3 mi S	20-Jun-00	No Floral Record
24063	1	Megachilidae	Megachile	(Sayapis)	fidelis	 	Sheep Creek Flat, 6.3 mi S	20-Jun-00	Psoralea lanceolata
24064	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Butler Valley Dam	4-Aug-03	No Floral Record
24065	2	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	28-Jun-03	No Floral Record
24066	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	7-Jun-01	No Floral Record
24067	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	17-Jun-03	Stephanomeria exigua
24068	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	3-Jul-03	Stephanomeria exigua
24069	5	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Lampstand, 1.5 mi SE	19-Aug-03	No Floral Record
24070	1	Megachilidae	Dianthidium	(Dianthidium)	parvum	 	Long Canyon	29-Sep-03	Machaeranthera canescens
24071	1	Megachilidae	Dianthidium	(Dianthidium)	pudicum	pudicum	Long Canyon	1-Sep-03	Machaeranthera canescens
24072	14	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Alvey Wash, 3 mi S Escalante	28-Jul-00	No Floral Record
24073	6	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Butler Valley Dam	9-Aug-02	Helianthus petiolaris
24074	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	23-Jul-02	Chrysothamnus linifolius
24075	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	30-Aug-02	Chrysothamnus sp.
24076	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	9-Jul-02	Chrysothamnus viscidiflorus
24077	2	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	13-Jul-00	Cirsium sp.
24078	2	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	23-Jul-02	Cirsium vulgare
24079	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	26-Jul-01	Cleome lutea
24080	2	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	13-Jul-00	Ericameria nauseosa
24081	2	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	13-Jul-00	Melilotus alba
24082	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	9-Jul-02	Melilotus alba
24083	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	13-Jul-00	Solidago canadensis
24084	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	23-Jul-02	Solidago canadensis
24085	2	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	4-Aug-00	Solidago canadensis
24086	2	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Calf Creek	4-Aug-00	Thelypodium integrifolium
24087	3	Colletidae	Hylaeus	(Paraprosopis)	n. sp. 1 (aff. cookii)	 	Deer Creek	17-Aug-00	Eriogonum sp.
24088	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Duffy Mesa, 2 mi NNW	29-Jul-03	Thelypodium integrifolium
24089	1	Megachilidae	Dioxys	 	pomonae	pomonae	Duffy Mesa, 2 mi NNW	25-May-00	Hymenoxys acaulis
24090	1	Megachilidae	Heriades	(Neotrypetes)	timberlakei	 	Duffy Mesa, 2 mi NNW	8-Jun-00	Asclepias speciosa
24091	1	Megachilidae	Heriades	(Neotrypetes)	timberlakei	 	Duffy Mesa, 2 mi NNW	7-Jun-01	Cryptantha sp.
24092	1	Megachilidae	Heriades	(Neotrypetes)	timberlakei	 	Duffy Mesa, 2 mi NNW	8-Jun-00	Melilotus officinalis
24093	1	Megachilidae	Heriades	(Neotrypetes)	timberlakei	 	Duffy Mesa, 2 mi NNW	7-Jun-01	Opuntia polyacantha
24094	1	Megachilidae	Heriades	(Neotrypetes)	timberlakei	 	Duffy Mesa, 2 mi NNW	17-Jun-02	Tamarix sp.
24095	2	Megachilidae	Heriades	(Neotrypetes)	timberlakei	 	Duffy Mesa, 2 mi NNW	8-Jun-00	Tamarix sp.
24096	1	Megachilidae	Hoplitis	(Penteriades)	incanescens	 	Duffy Mesa, 2 mi NNW	19-May-03	No Floral Record
24097	8	Megachilidae	Hoplitis	(Proteriades)	zuni	 	Duffy Mesa, 2 mi NNW	2-Jun-03	Cryptantha cinerea
24098	2	Megachilidae	Hoplitis	(Proteriades)	zuni	 	Duffy Mesa, 2 mi NNW	7-Jun-01	Cryptantha sp.
24099	1	Megachilidae	Hoplitis	(Proteriades)	zuni	 	Duffy Mesa, 2 mi NNW	19-May-03	Erigeron flagellaris
24100	2	Megachilidae	Hoplitis	(Proteriades)	zuni	 	Duffy Mesa, 2 mi NNW	19-May-03	No Floral Record
24101	14	Megachilidae	Hoplitis	(Proteriades)	zuni	 	Duffy Mesa, 2 mi NNW	2-Jun-03	No Floral Record
24102	1	Megachilidae	Lithurgus	(Lithurgopsis)	apicalis	 	Duffy Mesa, 2 mi NNW	7-Jun-01	Opuntia sp.
24103	2	Megachilidae	Lithurgus	(Lithurgopsis)	apicalis	 	Duffy Mesa, 2 mi NNW	8-Jun-00	Opuntia sp.
24104	1	Megachilidae	Megachile	(Argyropile)	parallela	 	Duffy Mesa, 2 mi NNW	29-Sep-03	Chrysothamnus sp.
24105	2	Megachilidae	Megachile	(Argyropile)	parallela	 	Duffy Mesa, 2 mi NNW	28-Aug-01	Grindelia squarrosa
24106	1	Megachilidae	Megachile	(Argyropile)	parallela	 	Duffy Mesa, 2 mi NNW	1-Sep-03	No Floral Record
24107	3	Megachilidae	Megachile	(Argyropile)	parallela	 	Duffy Mesa, 2 mi NNW	12-Aug-03	No Floral Record
24108	1	Megachilidae	Megachile	(Argyropile)	parallela	 	Duffy Mesa, 2 mi NNW	29-Jul-03	No Floral Record
24109	1	Megachilidae	Megachile	(Argyropile)	rossi	 	Duffy Mesa, 2 mi NNW	1-Sep-03	No Floral Record
24110	1	Megachilidae	Megachile	(Chelostomoides)	prosopidis	 	Duffy Mesa, 2 mi NNW	1-Sep-03	Dithyrea wislizeni
24111	1	Megachilidae	Megachile	(Chelostomoides)	prosopidis	 	Duffy Mesa, 2 mi NNW	29-Jul-02	Melilotus alba
24112	2	Megachilidae	Megachile	(Chelostomoides)	prosopidis	 	Duffy Mesa, 2 mi NNW	17-Jun-02	Tamarix sp.
24113	2	Megachilidae	Megachile	(Chelostomoides)	prosopidis	 	Duffy Mesa, 2 mi NNW	17-Jun-03	Tamarix sp.
24114	6	Megachilidae	Megachile	(Chelostomoides)	prosopidis	 	Duffy Mesa, 2 mi NNW	12-Aug-03	Thelypodium integrifolium
24115	1	Megachilidae	Megachile	(Chelostomoides)	prosopidis	 	Duffy Mesa, 2 mi NNW	29-Jul-03	Thelypodium integrifolium
24116	2	Megachilidae	Megachile	(Chelostomoides)	subexilis	 	Duffy Mesa, 2 mi NNW	17-Jun-02	Melilotus officinalis
24117	1	Megachilidae	Megachile	(Chelostomoides)	subexilis	 	Duffy Mesa, 2 mi NNW	17-Jun-03	Melilotus officinalis
24118	1	Megachilidae	Megachile	(Litomegachile)	coquilletti	 	Duffy Mesa, 2 mi NNW	3-Jul-03	No Floral Record
24119	1	Megachilidae	Megachile	(Litomegachile)	lippiae	 	Duffy Mesa, 2 mi NNW	10-Sep-01	Erigeron divergens
24120	1	Megachilidae	Megachile	(Litomegachile)	lippiae	 	Duffy Mesa, 2 mi NNW	12-Aug-02	No Floral Record
24121	5	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Escalante Riv. Jct Death Hollow, 1.1 mi W	30-Aug-02	No Floral Record
24122	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Escalante Riv. Jct Death Hollow, 1.1 mi W	15-Jul-02	Tamarix sp.
24123	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Escalante Riv., jct Death Hollow, 1.3 mi W	23-Sep-02	Chrysothamnus depressus
24124	2	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Escalante Riv., jct Death Hollow, 1.3 mi W	15-Jul-02	Tamarix sp.
24125	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Henrieville Spring, 1.06 mi WSW	28-Aug-02	Chrysothamnus viscidiflorus
24126	4	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Jody's Knoll, 1.0 mi SSW	19-Jul-02	Cleome serrulata
24127	2	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Long Canyon	29-Jul-03	Cirsium neomexicanum
24128	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Long Cyn, 0.8 mi NNW mouth	13-Jul-00	Cirsium sp.
24129	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	Long Cyn, 0.8 mi NNW mouth	2-Aug-00	Cirsium sp.
24130	1	Megachilidae	Megachile	(Sayapis)	inimica	sayi	White Point, 2.3 mi NNW	17-Sep-01	No Floral Record
24131	1	Megachilidae	Megachile	(Sayapis)	mellitarsis	 	Twentyfive Mile Wash, 1.1 mi S	18-May-00	Cryptantha sp.
24133	1	Megachilidae	Megachile	(Sayapis)	pugnata	 	Sheep Creek, 0.5 mi WSW Cannonville	20-Jun-00	Helianthus annuus
24134	1	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Butler Valley Dam	2-Sep-03	Asteraceae sp.
24135	1	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Butler Valley Dam	4-Aug-03	No Floral Record
24136	1	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 0.61mi SSW	17-Sep-03	No Floral Record
24137	1	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 0.61mi SSW	22-Aug-01	No Floral Record
24138	2	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 0.61mi SSW	17-Sep-03	Senecio spartioides
24139	3	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 0.61mi SSW	17-Sep-03	Viguiera multiflora
24140	2	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 1.28 mi SW	22-Aug-01	Arnica mollis
24141	4	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 1.28 mi SW	6-Sep-01	Asteraceae sp. (yellow)
24142	1	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 1.28 mi SW	19-Sep-01	Senecio spartioides
24143	1	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 1.28 mi SW	2-Aug-01	Senecio spartioides
24144	1	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 1.28 mi SW	22-Aug-01	Senecio spartioides
24145	1	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 1.28 mi SW	6-Sep-01	Senecio spartioides
24146	2	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 1.32 mi SSW	17-Sep-03	No Floral Record
24147	4	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Cougar Knoll, 1.32 mi SSW	3-Sep-03	No Floral Record
24148	2	Megachilidae	Megachile	(Litomegachile)	lippiae	 	Duffy Mesa, 2 mi NNW	12-Aug-03	No Floral Record
24149	1	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Left Hand Collet Cyn, 2.7 mi SE	16-Aug-01	No Floral Record
24150	1	Megachilidae	Megachile	(Xanthosarus)	agustini	 	Left Hand Collet Cyn, 2.7 mi SE	5-Jul-01	No Floral Record
24151	2	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	19-Jun-01	Asclepias speciosa
24152	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	4-Jul-01	Asclepias speciosa
24153	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	30-Aug-02	Chrysothamnus sp.
24154	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	11-Aug-03	Cirsium calcareum
24155	2	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	11-Aug-03	Cirsium vulgare
24156	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	25-Aug-03	Cirsium vulgare
24157	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	30-Aug-02	Cirsium vulgare
24158	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	10-Aug-01	No Floral Record
24159	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	10-Sep-01	No Floral Record
24160	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	11-Aug-03	No Floral Record
24161	3	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	18-Jun-03	No Floral Record
24162	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	10-Sep-01	Senecio sp.
24163	2	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	4-Aug-00	Solidago canadensis
24164	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	4-Jul-01	Sphaeralcea grossulariifolia
24165	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Calf Creek	30-Aug-02	Thelypodiopsis divaricata
24166	2	Colletidae	Hylaeus	(Paraprosopis)	n. sp. 1 (aff. cookii)	 	Deer Creek	15-Sep-00	Poliomintha incana
24167	2	Megachilidae	Megachile	(Litomegachile)	lippiae	 	Duffy Mesa, 2 mi NNW	2-Jul-01	No Floral Record
24168	1	Megachilidae	Megachile	(Litomegachile)	lippiae	 	Duffy Mesa, 2 mi NNW	29-Jul-02	Thelypodium integrifolium
24169	1	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	17-Jun-02	Asclepias speciosa
24170	1	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	27-Aug-02	Grindelia squarrosa
24171	2	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	15-Sep-03	Machaeranthera tanacetifolia
24172	1	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	1-Sep-03	No Floral Record
24173	4	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	12-Aug-03	No Floral Record
